"srprec","tract","block","blkreg","srtotreg","pctsrprec","blktotreg","pctblk"
"0750003","153711","1001","9","305","2.950819672","9","100"
"0750003","153711","1003","4","305","1.311475409","4","100"
"0750003","153711","1005","4","305","1.311475409","4","100"
"0750003","153711","1007","3","305","0.983606557","14","21.428571428"
"0750003","153711","1009","7","305","2.295081967","12","58.333333333"
"0750003","153711","1011","9","305","2.950819672","98","9.183673469"
"0750003","153711","2004","12","305","3.934426229","39","30.769230769"
"0750004","153711","1000","11","104","10.576923076","303","3.630363036"
"0750004","153711","1007","5","104","4.807692307","14","35.714285714"
"0750004","153711","1009","3","104","2.884615384","12","25"
"0750004","153711","1010","9","104","8.653846153","9","100"
"0750004","153711","1011","48","104","46.153846153","98","48.979591836"
"0750004","153711","1012","4","104","3.846153846","4","100"
"0750004","153711","1013","7","104","6.73076923","7","100"
"0750004","153711","1015","5","104","4.807692307","5","100"
"0750004","153711","1017","12","104","11.538461538","12","100"
"0750005","153705","3002","6","242","2.479338842","488","1.229508196"
"0750005","153705","3005","66","242","27.272727272","76","86.842105263"
"0750005","153708","2000","27","242","11.157024793","59","45.762711864"
"0750005","153708","2008","28","242","11.570247933","32","87.5"
"0750005","153711","1000","30","242","12.396694214","303","9.900990099"
"0750005","153711","3001","15","242","6.198347107","255","5.882352941"
"0750005","153711","3004","43","242","17.768595041","91","47.252747252"
"0750005","153711","3005","27","242","11.157024793","27","100"
"0750006","153708","2000","31","147","21.088435374","59","52.542372881"
"0750006","153708","2001","7","147","4.761904761","31","22.580645161"
"0750006","153710","3016","13","147","8.843537414","18","72.222222222"
"0750006","153710","3017","3","147","2.040816326","3","100"
"0750006","153710","3019","23","147","15.646258503","24","95.833333333"
"0750006","153711","1000","2","147","1.360544217","303","0.660066006"
"0750006","153711","1011","41","147","27.891156462","98","41.836734693"
"0750006","153711","1016","27","147","18.367346938","27","100"
"0750007","153705","1019","1","490","0.204081632","7","14.285714285"
"0750007","153711","1000","105","490","21.428571428","303","34.653465346"
"0750007","153711","1004","13","490","2.653061224","13","100"
"0750007","153711","1007","5","490","1.020408163","14","35.714285714"
"0750007","153711","1009","2","490","0.408163265","12","16.666666666"
"0750007","153711","2000","21","490","4.285714285","29","72.413793103"
"0750007","153711","2002","15","490","3.061224489","15","100"
"0750007","153711","2003","22","490","4.489795918","22","100"
"0750007","153711","2004","27","490","5.510204081","39","69.23076923"
"0750007","153711","2006","12","490","2.448979591","12","100"
"0750007","153711","2007","24","490","4.897959183","24","100"
"0750007","153711","2008","29","490","5.918367346","29","100"
"0750007","153711","2009","18","490","3.673469387","18","100"
"0750007","153711","2010","8","490","1.632653061","8","100"
"0750007","153711","2011","24","490","4.897959183","24","100"
"0750007","153711","2012","63","490","12.857142857","75","84"
"0750007","153711","2013","4","490","0.81632653","4","100"
"0750007","153711","2014","5","490","1.020408163","5","100"
"0750007","153711","2015","76","490","15.510204081","89","85.393258426"
"0750007","153711","2016","3","490","0.612244897","4","75"
"0750007","153711","2017","13","490","2.653061224","13","100"
"0750008","153707","1000","43","952","4.516806722","44","97.727272727"
"0750008","153707","1001","23","952","2.415966386","23","100"
"0750008","153707","1002","21","952","2.205882352","21","100"
"0750008","153707","1003","5","952","0.525210084","5","100"
"0750008","153707","1004","11","952","1.155462184","11","100"
"0750008","153707","1005","6","952","0.6302521","6","100"
"0750008","153707","1007","24","952","2.521008403","24","100"
"0750008","153707","1008","58","952","6.092436974","60","96.666666666"
"0750008","153707","1009","13","952","1.365546218","13","100"
"0750008","153707","1013","5","952","0.525210084","6","83.333333333"
"0750008","153707","1015","2","952","0.210084033","3","66.666666666"
"0750008","153707","1016","7","952","0.735294117","7","100"
"0750008","153707","1017","7","952","0.735294117","14","50"
"0750008","153707","1018","7","952","0.735294117","7","100"
"0750008","153707","1019","15","952","1.575630252","15","100"
"0750008","153707","1023","8","952","0.840336134","8","100"
"0750008","153709","1004","4","952","0.420168067","7","57.142857142"
"0750008","154304","1095","9","952","0.945378151","9","100"
"0750008","154304","1096","18","952","1.890756302","18","100"
"0750008","154304","1097","3","952","0.31512605","3","100"
"0750008","154304","1098","6","952","0.6302521","11","54.545454545"
"0750008","154304","1099","10","952","1.050420168","10","100"
"0750008","154304","1110","32","952","3.361344537","32","100"
"0750008","154304","1111","7","952","0.735294117","7","100"
"0750008","154304","1112","1","952","0.105042016","1","100"
"0750008","154304","1113","1","952","0.105042016","1","100"
"0750008","154304","1115","6","952","0.6302521","12","50"
"0750008","154304","1121","18","952","1.890756302","18","100"
"0750008","154304","1122","2","952","0.210084033","2","100"
"0750008","154304","1123","8","952","0.840336134","8","100"
"0750008","154304","1124","6","952","0.6302521","6","100"
"0750008","154304","1125","2","952","0.210084033","2","100"
"0750008","154304","1127","6","952","0.6302521","6","100"
"0750008","154304","1128","5","952","0.525210084","5","100"
"0750008","154304","1129","7","952","0.735294117","7","100"
"0750008","154304","1130","39","952","4.096638655","39","100"
"0750008","154304","1133","1","952","0.105042016","1","100"
"0750008","154304","1135","22","952","2.310924369","22","100"
"0750008","154304","1137","4","952","0.420168067","4","100"
"0750008","154304","1138","2","952","0.210084033","2","100"
"0750008","154304","1139","1","952","0.105042016","1","100"
"0750008","154304","1140","9","952","0.945378151","9","100"
"0750008","154304","1141","3","952","0.31512605","3","100"
"0750008","154304","1143","3","952","0.31512605","3","100"
"0750008","154304","1146","2","952","0.210084033","2","100"
"0750008","154304","1147","5","952","0.525210084","5","100"
"0750008","154304","1148","2","952","0.210084033","2","100"
"0750008","154304","1150","6","952","0.6302521","6","100"
"0750008","154304","1151","1","952","0.105042016","1","100"
"0750008","154304","1153","4","952","0.420168067","6","66.666666666"
"0750008","154304","1154","4","952","0.420168067","4","100"
"0750008","154304","1162","5","952","0.525210084","5","100"
"0750008","154304","1163","9","952","0.945378151","9","100"
"0750008","154304","1167","9","952","0.945378151","9","100"
"0750008","154304","2000","47","952","4.936974789","47","100"
"0750008","154304","2001","12","952","1.260504201","12","100"
"0750008","154304","2002","3","952","0.31512605","3","100"
"0750008","154304","2003","9","952","0.945378151","9","100"
"0750008","154304","2004","6","952","0.6302521","6","100"
"0750008","154304","2006","11","952","1.155462184","11","100"
"0750008","154304","2007","6","952","0.6302521","6","100"
"0750008","154304","2008","9","952","0.945378151","9","100"
"0750008","154304","2009","23","952","2.415966386","25","92"
"0750008","154304","2013","5","952","0.525210084","5","100"
"0750008","154304","2014","4","952","0.420168067","4","100"
"0750008","154304","2015","8","952","0.840336134","10","80"
"0750008","154304","2016","59","952","6.197478991","59","100"
"0750008","154304","2017","12","952","1.260504201","12","100"
"0750008","154304","2018","6","952","0.6302521","6","100"
"0750008","154304","2019","2","952","0.210084033","2","100"
"0750008","154304","2020","7","952","0.735294117","7","100"
"0750008","154304","2023","3","952","0.31512605","7","42.857142857"
"0750008","154304","2024","3","952","0.31512605","4","75"
"0750008","154304","2030","1","952","0.105042016","2","50"
"0750008","154304","2034","3","952","0.31512605","3","100"
"0750008","154304","2035","2","952","0.210084033","2","100"
"0750008","154304","2036","5","952","0.525210084","5","100"
"0750008","154304","2037","6","952","0.6302521","6","100"
"0750008","154304","2053","20","952","2.100840336","20","100"
"0750008","154304","4000","28","952","2.94117647","28","100"
"0750008","154304","4002","19","952","1.995798319","38","50"
"0750008","154304","4003","4","952","0.420168067","4","100"
"0750008","154304","4004","6","952","0.6302521","6","100"
"0750008","154304","4005","51","952","5.357142857","51","100"
"0750008","154304","4006","3","952","0.31512605","3","100"
"0750008","154304","4007","2","952","0.210084033","2","100"
"0750008","154304","4008","6","952","0.6302521","6","100"
"0750008","154304","4009","13","952","1.365546218","13","100"
"0750008","154304","4012","1","952","0.105042016","8","12.5"
"0750008","154304","4013","4","952","0.420168067","5","80"
"0750008","154307","1031","1","952","0.105042016","29","3.448275862"
"0750008","154307","1038","5","952","0.525210084","19","26.315789473"
"0750009","153705","1001","6","34","17.647058823","49","12.244897959"
"0750009","153705","1003","8","34","23.529411764","14","57.142857142"
"0750009","153705","1007","17","34","50","133","12.781954887"
"0750009","153705","1025","2","34","5.882352941","18","11.111111111"
"0750009","153710","1007","1","34","2.94117647","1","100"
"0750010","153708","2022","2","42","4.761904761","9","22.222222222"
"0750010","154304","2049","9","42","21.428571428","15","60"
"0750010","154304","3001","11","42","26.19047619","11","100"
"0750010","154304","3010","4","42","9.523809523","5","80"
"0750010","154304","4016","1","42","2.38095238","5","20"
"0750010","154304","4018","5","42","11.904761904","39","12.82051282"
"0750010","154304","4023","2","42","4.761904761","2","100"
"0750010","154304","4024","3","42","7.142857142","3","100"
"0750010","154304","4025","4","42","9.523809523","4","100"
"0750010","154304","4027","1","42","2.38095238","1","100"
"0750011","153705","1025","16","134","11.940298507","18","88.888888888"
"0750011","153710","3002","72","134","53.731343283","290","24.827586206"
"0750011","153710","3003","34","134","25.373134328","34","100"
"0750011","153710","3005","12","134","8.95522388","12","100"
"0750012","153707","1017","1","679","0.147275405","14","7.142857142"
"0750012","153707","1020","36","679","5.30191458","40","90"
"0750012","153707","1022","2","679","0.29455081","20","10"
"0750012","153707","2012","33","679","4.860088365","52","63.461538461"
"0750012","153707","2013","16","679","2.35640648","16","100"
"0750012","153707","2014","12","679","1.76730486","12","100"
"0750012","153707","2015","13","679","1.914580265","13","100"
"0750012","153707","2016","10","679","1.47275405","10","100"
"0750012","153707","2017","2","679","0.29455081","2","100"
"0750012","153707","2020","3","679","0.441826215","3","100"
"0750012","153707","2021","8","679","1.17820324","8","100"
"0750012","153707","2022","8","679","1.17820324","8","100"
"0750012","153707","2023","8","679","1.17820324","8","100"
"0750012","153707","2024","12","679","1.76730486","23","52.173913043"
"0750012","153707","2027","8","679","1.17820324","8","100"
"0750012","153707","2030","1","679","0.147275405","1","100"
"0750012","153707","2031","7","679","1.030927835","10","70"
"0750012","153707","3006","3","679","0.441826215","36","8.333333333"
"0750012","153707","3013","4","679","0.58910162","14","28.571428571"
"0750012","153707","3017","7","679","1.030927835","32","21.875"
"0750012","153707","3018","3","679","0.441826215","6","50"
"0750012","153707","3024","8","679","1.17820324","11","72.727272727"
"0750012","153707","3025","2","679","0.29455081","6","33.333333333"
"0750012","153707","3026","3","679","0.441826215","6","50"
"0750012","153707","3030","3","679","0.441826215","9","33.333333333"
"0750012","153707","3031","3","679","0.441826215","5","60"
"0750012","153707","3032","1","679","0.147275405","8","12.5"
"0750012","153708","2005","7","679","1.030927835","7","100"
"0750012","153708","2006","6","679","0.88365243","11","54.545454545"
"0750012","153708","2007","21","679","3.092783505","21","100"
"0750012","153708","2014","15","679","2.209131075","15","100"
"0750012","153708","2015","9","679","1.325478645","9","100"
"0750012","153708","2016","1","679","0.147275405","10","10"
"0750012","153708","2021","2","679","0.29455081","2","100"
"0750012","153708","2022","2","679","0.29455081","9","22.222222222"
